Food_Category,Moisture_Content_pct,pH,Water_Activity,Protein_Content_pct,Fat_Content_pct,Storage_Temp_C,Relative_Humidity_pct,Packaging_Type,Preservative_Conc_pct,Shelf_Life_Days
Produce,87.0,5.14,0.959,1.2,0.2,19.6,85.9,Standard Plastic,0.214,1.7
Beverages,86.5,3.99,0.975,2.9,0.1,7.4,49.4,Standard Plastic,0.082,55.0
Meat,58.7,6.18,0.977,21.8,9.4,5.9,,Standard Plastic,0.14,1.2
Snacks,15.0,6.34,0.363,7.3,30.0,10.8,81.8,Standard Plastic,0.443,141.4
Meat,64.6,5.83,0.966,24.0,11.1,7.3,82.1,Cardboard,0.163,2.2
Beverages,86.7,3.26,0.982,0.2,1.4,23.2,58.0,Vacuum Sealed,0.256,54.9
Bakery,23.1,,0.88,9.1,24.7,2.4,48.6,Cardboard,,5.2
Beverages,95.6,4.75,0.989,1.6,0.1,8.2,35.7,Cardboard,0.115,32.6
Dairy,73.7,6.44,0.985,5.1,7.8,,33.6,Standard Plastic,0.324,5.3
Condiments,62.1,5.15,0.847,2.7,23.7,16.7,52.3,Vacuum Sealed,0.191,362.2
Seafood,63.9,7.0,0.974,21.1,5.6,22.1,79.1,Standard Plastic,0.005,1.0
Produce,78.2,6.1,0.96,2.3,1.2,4.6,48.5,Standard Plastic,0.177,4.6
Snacks,3.9,5.89,0.486,8.4,30.0,9.6,38.6,Modified Atmosphere,0.119,151.3
Meat,56.4,6.39,0.977,27.8,13.5,4.6,74.1,Glass,,2.0
Dairy,76.0,6.58,0.979,3.0,9.7,2.3,65.7,Vacuum Sealed,0.038,8.9
Produce,81.3,6.09,0.978,2.4,0.2,6.1,84.6,Vacuum Sealed,0.015,4.5
Seafood,68.4,6.31,0.972,16.6,6.6,2.1,33.0,Standard Plastic,0.124,1.8
Beverages,91.8,6.07,0.968,2.0,1.9,23.6,73.8,Vacuum Sealed,0.222,100.5
Dairy,69.2,6.69,0.978,4.4,10.0,3.9,77.2,Cardboard,0.105,4.6
Dairy,73.7,6.12,0.982,5.1,7.7,22.9,89.9,Glass,0.318,2.3
Snacks,4.3,5.63,0.234,,16.7,,41.3,Standard Plastic,0.344,168.9
Seafood,73.9,6.67,0.977,24.2,10.7,,59.6,Glass,0.458,1.0
Meat,69.6,5.72,0.986,21.6,14.3,3.1,75.9,Cardboard,0.022,1.7
Snacks,8.3,5.39,0.291,7.8,33.6,1.8,69.0,Standard Plastic,0.258,157.3
Produce,81.1,6.15,0.952,3.4,0.4,0.1,45.9,Glass,0.05,7.8
Produce,92.4,5.08,0.98,2.8,0.6,3.8,87.3,Glass,0.002,4.4
Beverages,92.5,3.93,0.971,2.0,1.4,3.4,82.8,Standard Plastic,0.445,69.9
Seafood,80.7,6.43,0.986,20.7,6.0,4.0,82.1,Modified Atmosphere,0.119,2.2
Beverages,91.0,3.92,0.963,2.0,0.4,6.2,53.5,Modified Atmosphere,0.22,429.7
Produce,87.2,4.9,0.964,4.5,,23.0,83.0,Cardboard,0.44,1.6
Dairy,62.7,4.88,0.975,6.7,6.0,1.7,77.0,Glass,0.145,11.4
snacks ,36.4,6.4,0.895,8.7,11.3,22.4,41.7,Cardboard,0.222,3.9
Bakery,28.5,6.22,0.899,7.0,19.1,9.0,42.4,Standard Plastic,0.427,5.3
Seafood,70.5,6.71,0.98,18.3,3.8,1.1,79.6,Cardboard,0.139,2.3
Dairy,76.9,6.74,0.987,4.2,4.5,6.7,70.1,Standard Plastic,0.064,3.3
Seafood,73.8,6.96,0.986,20.4,1.4,2.1,86.8,Standard Plastic,0.124,1.8
Bakery,29.6,7.49,0.853,5.2,12.3,3.2,37.9,Modified Atmosphere,0.027,6.7
Meat,55.6,6.2,0.975,24.9,10.8,17.2,61.0,Cardboard,0.167,1.0
Seafood,74.7,6.36,0.986,20.1,9.1,22.7,89.9,Standard Plastic,0.256,1.0
Snacks,8.5,6.1,,6.6,26.3,10.5,92.5,Standard Plastic,0.404,120.8
Bakery,28.4,5.7,0.811,,7.3,22.1,70.0,Glass,0.186,5.2
Produce,94.4,3.9,0.973,1.9,0.5,8.0,88.4,Modified Atmosphere,0.022,5.6
Dairy,49.5,4.53,0.987,5.8,9.6,10.4,51.3,Standard Plastic,0.465,6.0
Snacks,3.9,13.9,0.201,5.0,8.3,5.7,51.6,Vacuum Sealed,0.304,237.5
Seafood,78.5,6.31,0.972,17.2,1.9,1.6,75.2,Modified Atmosphere,0.002,2.6
Meat,56.5,5.75,0.99,24.6,13.1,10.4,57.4,Glass,0.098,1.1
Beverages,87.0,3.61,0.961,,,1.0,32.3,Glass,0.296,82.8
Meat,71.9,5.57,0.978,22.8,14.7,1.4,71.5,Glass,0.151,4.2
Meat,70.5,5.65,0.981,22.0,10.2,0.3,79.3,Modified Atmosphere,0.008,4.2
Beverages,89.3,3.5,0.979,1.6,0.8,4.0,41.1,Standard Plastic,0.379,65.7
Seafood,69.6,6.66,0.977,22.4,11.6,2.9,76.1,,0.207,1.8
Bakery,29.0,7.26,0.896,7.9,15.5,0.5,62.3,Modified Atmosphere,,8.8
Snacks,3.2,5.74,0.266,11.2,8.2,12.1,38.0,,,190.0
Bakery,21.4,6.23,0.945,11.3,5.8,23.8,73.2,Cardboard,0.1,2.5
Bakery,32.7,5.78,0.826,8.0,12.7,18.5,42.5,Standard Plastic,0.162,4.3
Condiments,35.5,12.4,0.909,3.7,28.8,17.4,82.2,Standard Plastic,0.048,117.8
Dairy,64.8,5.86,0.988,5.8,6.0,20.2,33.3,Cardboard,0.293,2.3
Dairy,55.0,6.67,0.984,3.4,8.6,25.0,67.6,Vacuum Sealed,0.39,3.7
Seafood,77.7,6.71,0.971,20.1,7.4,4.1,44.3,Modified Atmosphere,0.215,1.9
Meat,69.3,5.82,0.976,23.6,13.0,6.8,74.0,Vacuum Sealed,0.002,3.0
Produce,89.5,5.5,0.989,,1.1,19.9,68.7,,0.281,1.7
Beverages,89.1,5.81,0.954,0.4,0.4,15.2,64.5,Standard Plastic,0.12,85.4
Meat,65.2,5.79,0.973,21.4,12.7,1.3,63.1,,0.267,3.2
Dairy,72.9,6.41,0.988,7.9,7.6,18.8,,Vacuum Sealed,0.317,2.9
Snacks,2.7,,0.58,6.6,26.2,11.3,78.7,Standard Plastic,0.317,119.6
Seafood,75.1,6.27,0.972,20.0,5.2,1.6,89.6,Glass,0.074,2.3
Meat,71.0,6.2,0.981,25.2,14.9,24.0,68.8,Standard Plastic,0.425,1.0
Beverages,86.7,4.73,0.954,1.1,1.5,23.7,66.8,Cardboard,0.267,53.5
Produce,82.9,6.36,0.973,,,1.0,50.5,Standard Plastic,0.475,6.5
Produce,82.3,4.57,0.959,2.6,0.5,7.8,86.1,Standard Plastic,0.014,3.4
Seafood,79.0,6.74,0.974,15.1,5.8,16.2,75.6,Modified Atmosphere,0.486,1.0
Beverages,89.3,,0.969,0.3,0.3,2.6,57.5,Glass,,73.2
Meat,73.8,6.49,0.982,26.6,18.1,,72.7,Cardboard,,1.0
Bakery,33.5,5.88,0.936,7.8,5.8,8.7,47.2,Standard Plastic,0.474,6.8
Seafood,73.2,6.37,,16.4,7.3,4.6,48.1,Modified Atmosphere,0.091,1.5
Produce,91.2,3.93,0.96,2.3,0.6,8.6,81.5,Modified Atmosphere,0.017,5.2
Bakery,38.8,5.91,0.866,5.3,12.1,15.8,89.4,Cardboard,,4.7
Dairy,76.2,6.4,0.95,4.5,6.7,6.4,70.7,Glass,0.069,5.0
Produce,87.3,4.85,0.96,3.9,2.0,7.2,65.0,Standard Plastic,0.203,5.1
Produce,91.0,5.98,0.951,4.0,0.6,16.0,50.6,,0.191,2.6
Meat,55.8,5.98,0.974,22.6,10.1,,53.1,Cardboard,0.09,1.0
Snacks,3.3,6.73,0.207,4.0,28.1,6.8,70.9,Cardboard,0.158,114.9
Condiments,69.2,,0.812,3.1,15.5,7.1,94.8,Modified Atmosphere,0.226,144.1
Meat,64.1,6.28,0.982,,15.2,24.0,40.7,Cardboard,,1.0
Produce,82.0,5.06,0.987,2.4,0.1,3.2,83.6,Cardboard,0.018,3.7
Produce,,5.48,0.977,3.9,0.2,22.1,86.1,,0.293,1.6
Condiments,44.8,4.33,0.861,1.2,14.5,20.4,67.6,Glass,0.13,212.7
Beverages,85.0,2.92,0.971,2.7,0.3,19.3,52.4,Standard Plastic,0.144,117.6
Beverages,93.0,3.43,0.981,2.6,0.9,24.2,59.4,Vacuum Sealed,0.195,58.1
Snacks,2.6,,0.604,11.0,11.4,0.1,41.6,Glass,0.401,166.4
Bakery,23.6,7.14,0.84,10.5,18.5,8.2,65.5,Standard Plastic,0.064,4.9
Bakery,22.1,5.71,0.859,10.6,13.5,20.0,47.7,Modified Atmosphere,,7.1
Dairy,50.5,6.68,0.979,3.9,8.5,6.5,81.9,Modified Atmosphere,0.017,5.3
Bakery,24.6,5.73,0.943,11.7,24.1,4.4,39.4,Standard Plastic,0.025,5.1
Snacks,13.7,6.99,0.604,4.9,26.0,,78.3,Standard Plastic,0.006,73.5
Seafood,77.0,6.53,0.988,15.6,3.5,6.5,55.1,,0.193,1.0
Seafood,71.6,6.12,0.983,21.7,4.8,3.8,87.4,Cardboard,0.072,1.7
Meat,,5.83,0.465,3.7,17.6,17.4,92.0,Cardboard,0.278,109.4
Condiments,56.9,4.73,0.904,2.9,,13.9,37.8,Standard Plastic,0.228,105.4
Meat,68.2,6.1,0.989,,,15.9,80.0,Standard Plastic,0.48,1.0
Snacks,6.7,6.76,0.508,10.9,25.4,17.8,48.0,Vacuum Sealed,0.433,166.3
Produce,77.4,4.52,0.987,1.9,1.7,,45.4,Standard Plastic,0.253,3.2
Produce,,3.69,0.96,2.1,1.6,0.2,84.8,Cardboard,0.358,6.7
Bakery,32.3,7.18,0.95,6.4,,23.4,43.8,,0.075,4.5
Bakery,38.7,6.65,0.905,10.6,15.4,20.9,42.7,Glass,0.278,5.8
Beverages,89.9,3.96,0.991,2.5,1.4,14.1,64.3,Standard Plastic,0.023,91.7
Produce,86.7,4.97,0.968,1.9,0.8,15.6,31.9,Standard Plastic,,2.9
Bakery,40.1,6.1,0.876,7.6,5.2,22.7,44.3,Standard Plastic,0.185,3.3
Condiments,46.7,3.03,0.789,3.8,5.0,20.7,55.1,Cardboard,0.052,195.2
Dairy,73.6,6.61,0.966,5.4,11.0,2.0,70.0,Modified Atmosphere,0.138,7.8
Beverages,89.4,5.7,0.978,1.6,1.4,10.5,85.5,Glass,0.032,38.2
Seafood,73.5,6.89,0.984,23.3,,1.7,36.5,Standard Plastic,0.164,1.9
Bakery,31.0,7.25,0.879,6.6,21.1,7.4,,Modified Atmosphere,0.084,5.2
Beverages,91.8,6.86,0.976,0.2,1.1,21.0,94.8,Standard Plastic,0.16,22.9
Seafood,,6.72,0.973,19.0,2.5,12.7,38.2,Standard Plastic,0.382,1.0
Condiments,49.5,5.15,0.841,1.5,8.7,16.6,69.9,Standard Plastic,0.341,128.1
Snacks,3.3,6.53,0.431,7.1,24.6,29.6,47.8,Cardboard,0.029,168.4
Dairy,71.1,6.69,0.951,6.6,8.7,4.1,75.3,Cardboard,0.073,5.1
Produce,79.4,6.21,0.961,3.2,0.2,10.7,84.1,Glass,0.112,3.5
Snacks,5.2,5.28,0.523,5.7,23.1,9.9,73.9,Vacuum Sealed,0.062,130.5
Seafood,74.2,6.19,0.981,16.6,1.3,0.4,83.6,Standard Plastic,0.008,1.9
Dairy,61.5,5.97,0.985,,,,62.2,Glass,0.437,3.4
Produce,70.4,4.65,0.961,2.5,1.6,13.6,30.6,Standard Plastic,,3.0
Meat,69.2,6.29,0.986,20.5,17.7,22.3,42.6,Vacuum Sealed,0.488,1.4
Meat,70.3,5.98,0.977,20.8,9.9,3.8,79.8,Vacuum Sealed,0.132,4.1
Meat,59.3,6.24,0.987,22.0,11.6,20.3,,Cardboard,0.255,1.0
Meat,64.6,5.87,0.976,19.7,12.8,10.9,91.6,Cardboard,0.283,1.0
Produce,75.8,5.08,0.964,1.2,1.2,8.4,41.8,,0.025,4.4
Dairy,51.3,6.12,0.983,7.8,7.1,,65.1,Standard Plastic,0.489,2.5
Dairy,54.4,5.98,0.98,6.0,5.6,14.9,48.9,Glass,0.403,3.5
Meat,70.1,5.54,0.972,22.3,19.9,2.4,85.6,Standard Plastic,0.414,3.0
Produce,84.7,5.51,0.981,2.0,0.5,3.3,81.8,Vacuum Sealed,0.022,5.6
Seafood,74.9,6.04,0.989,21.4,3.7,12.7,,Cardboard,0.179,1.0
Dairy,52.4,4.88,0.989,3.4,6.5,0.3,56.8,,0.203,15.8
Seafood,76.3,6.42,0.985,17.3,1.8,2.3,89.6,Standard Plastic,0.001,1.3
Seafood,67.6,6.22,0.972,18.6,5.3,19.8,51.1,Standard Plastic,0.312,1.0
Seafood,64.5,6.01,0.971,23.0,11.0,9.8,66.6,,0.476,1.0
Condiments,53.1,3.61,0.905,2.1,24.7,0.1,66.7,Standard Plastic,0.161,152.2
Condiments,44.6,4.52,0.832,4.6,15.1,11.6,,Standard Plastic,0.089,137.5
Produce,84.8,4.01,0.965,4.1,0.7,0.6,43.9,Standard Plastic,0.495,10.4
Seafood,66.1,,0.989,24.2,4.5,6.3,64.7,Glass,0.052,1.0
Produce,94.3,3.91,0.974,1.1,0.1,8.1,82.4,Vacuum Sealed,0.038,5.7
Produce,87.3,5.0,0.957,3.8,1.3,6.9,40.2,Standard Plastic,0.3,5.5
Beverages,97.0,3.86,0.986,2.6,1.5,3.7,74.9,,0.341,51.3
Beverages,88.8,2.68,0.972,,,13.6,47.9,Standard Plastic,0.255,58.6
Snacks,5.4,5.72,0.605,10.4,15.5,16.4,83.4,Glass,0.391,127.3
Dairy,45.2,4.91,0.971,7.9,9.7,9.9,77.3,Standard Plastic,0.336,4.3
Beverages,91.5,2.95,0.965,1.0,1.6,18.4,69.8,Standard Plastic,0.28,109.2
Produce,85.3,5.17,0.953,4.5,1.7,7.1,38.9,Modified Atmosphere,0.484,7.7
Dairy,76.9,6.11,,4.9,6.1,11.7,90.3,Glass,0.416,2.7
Bakery,25.2,5.59,0.949,7.8,14.0,23.0,66.4,Vacuum Sealed,,6.5
Dairy,47.6,4.58,,7.1,,18.8,76.6,Standard Plastic,0.238,3.5
Bakery,40.6,6.76,0.891,8.4,6.9,18.2,49.1,Modified Atmosphere,0.038,5.0
Dairy,76.2,,0.981,,5.7,19.4,34.0,Glass,0.41,4.0
Condiments,45.8,3.42,0.821,3.0,23.3,23.3,50.8,,0.352,219.4
Meat,63.9,6.45,0.981,22.4,11.5,17.4,53.9,Cardboard,0.015,1.0
Seafood,67.5,,0.987,18.3,1.1,,39.0,Modified Atmosphere,0.065,1.0
Bakery,33.5,6.8,0.833,10.8,14.2,25.0,40.2,Vacuum Sealed,0.205,4.8
Seafood,78.0,6.4,0.987,17.6,5.3,12.6,88.0,Cardboard,0.287,1.0
Bakery,38.4,6.74,0.922,8.6,12.5,23.0,32.4,Cardboard,0.115,3.0
Bakery,38.6,7.32,0.881,5.9,6.9,14.7,64.6,Modified Atmosphere,0.45,6.7
Beverages,88.6,4.67,0.992,2.3,1.0,23.5,62.4,Glass,0.213,67.2
Dairy,74.3,4.65,0.97,3.1,3.9,18.9,68.1,Glass,0.373,3.7
Snacks,11.4,5.29,0.648,3.5,8.8,2.6,92.8,Cardboard,0.097,73.6
Beverages,85.4,4.31,0.979,1.4,0.9,18.9,48.2,Modified Atmosphere,0.128,56.5
Meat,70.3,5.8,0.968,21.0,7.9,2.5,72.3,Modified Atmosphere,0.147,3.9
Condiments,45.2,4.1,0.89,4.7,21.5,23.2,81.8,Standard Plastic,0.058,110.3
Dairy,60.3,5.66,0.977,4.4,2.8,22.3,30.7,Vacuum Sealed,0.413,4.1
Beverages,92.2,3.05,0.979,3.0,0.5,18.1,58.3,Standard Plastic,0.102,51.3
Dairy,71.6,6.31,0.973,5.4,6.3,1.5,66.1,Glass,0.287,11.2
Produce,70.9,4.26,0.972,4.3,1.8,4.1,81.2,Glass,0.089,8.3
Snacks,4.4,5.71,0.303,9.0,23.7,16.2,52.3,Glass,0.065,154.0
Snacks,6.3,7.14,0.4,5.2,26.6,27.5,41.2,Vacuum Sealed,0.214,430.8
Snacks,12.9,5.11,0.503,4.5,26.8,5.6,34.4,Standard Plastic,0.085,130.4
Beverages,89.7,5.84,0.964,1.0,1.8,22.8,59.7,Standard Plastic,0.251,59.7
Snacks,5.1,5.19,0.276,3.5,24.7,19.9,52.1,Standard Plastic,0.408,166.0
Condiments,33.9,5.04,0.78,3.7,8.8,19.9,56.1,Standard Plastic,0.467,150.6
Beverages,86.7,2.51,0.972,1.6,1.4,10.4,77.5,Standard Plastic,0.037,51.7
Condiments,64.1,5.04,,1.9,18.0,21.4,56.6,Cardboard,0.451,108.8
Seafood,67.6,6.28,0.982,16.0,8.9,12.6,76.1,Modified Atmosphere,0.162,1.0
Meat,62.7,6.14,0.966,21.4,10.4,0.5,70.8,Standard Plastic,0.104,3.2
Bakery,,6.37,0.908,9.6,13.2,12.6,92.9,Standard Plastic,0.452,3.8
Beverages,93.8,5.17,0.975,0.9,0.0,5.7,69.4,Glass,0.196,284.3
Meat,72.2,5.99,0.985,19.2,18.5,21.2,76.0,,0.272,1.2
Condiments,49.0,3.16,0.773,2.1,21.5,23.9,74.9,Cardboard,0.227,133.0
Produce,82.1,6.09,0.975,1.0,0.5,3.9,90.4,Standard Plastic,0.007,3.2
Dairy,48.6,6.51,0.97,8.0,3.3,16.9,91.7,Standard Plastic,0.367,2.1
Seafood,79.5,6.32,0.98,20.9,5.6,1.8,79.6,Standard Plastic,0.126,1.9
Produce,88.8,3.59,0.966,4.9,1.3,21.4,63.6,Modified Atmosphere,0.007,2.7
Dairy,65.6,4.32,0.977,6.6,8.2,3.7,58.9,Modified Atmosphere,0.331,16.5
Beverages,87.5,3.87,0.976,0.3,1.4,4.9,,Standard Plastic,0.208,64.0
Seafood,61.3,6.02,0.987,19.6,9.1,3.9,47.7,Modified Atmosphere,0.2,1.7
Seafood,64.4,6.74,0.981,18.7,5.0,24.0,58.9,Glass,0.375,1.0
Condiments,47.5,5.11,0.711,2.4,16.4,2.3,79.2,Standard Plastic,0.093,128.9
Beverages,85.3,4.79,0.97,0.9,1.6,13.8,59.3,Modified Atmosphere,0.149,49.2
Condiments,57.4,3.16,0.916,2.8,24.7,19.7,82.0,Vacuum Sealed,0.411,183.0
Seafood,81.7,6.58,0.974,21.6,7.2,1.0,89.9,Vacuum Sealed,0.139,3.5
Dairy,62.3,6.25,0.98,5.1,2.1,14.2,38.1,Glass,0.129,3.0
Seafood,77.0,6.01,0.97,19.1,4.1,2.9,84.3,Cardboard,0.121,1.9
Snacks,14.1,6.17,0.338,,33.3,16.5,30.5,Modified Atmosphere,0.453,187.5
Snacks,11.6,5.62,0.316,7.4,30.1,24.7,48.3,Cardboard,0.141,319.4
Meat,60.3,5.68,0.964,24.0,13.7,5.7,75.4,Vacuum Sealed,0.128,3.9
Dairy,70.1,6.41,0.979,5.4,1.1,5.0,69.3,Glass,0.088,4.8
Produce,82.2,5.96,0.989,2.3,0.7,5.3,82.5,Standard Plastic,0.014,2.5
Snacks,9.9,7.42,0.381,9.6,17.3,16.7,46.8,Modified Atmosphere,0.357,187.5
Bakery,27.8,5.71,0.864,8.6,10.9,20.3,59.3,Modified Atmosphere,0.257,6.1
Meat,73.4,5.63,0.987,,9.3,11.5,84.2,Standard Plastic,0.03,1.0
Seafood,73.6,6.18,0.988,24.2,6.9,21.9,38.1,Standard Plastic,0.229,1.0
Dairy,,6.13,0.979,6.8,,15.6,35.2,Standard Plastic,0.191,3.0
Meat,58.1,6.48,,21.0,9.2,8.2,46.4,Standard Plastic,0.321,1.0
Dairy,77.0,6.76,0.983,4.3,10.6,2.8,71.7,Modified Atmosphere,0.078,7.3
Beverages,93.2,5.71,0.967,1.5,0.9,21.0,70.9,Modified Atmosphere,0.231,93.1
Beverages,91.8,4.6,0.95,2.1,1.4,20.8,64.1,Modified Atmosphere,0.122,96.6
Snacks,11.5,6.64,0.382,10.0,27.9,7.2,74.6,Standard Plastic,0.299,120.1
Beverages,92.9,3.42,0.992,1.1,0.8,9.7,59.6,Standard Plastic,0.137,190.0
Condiments,64.9,3.02,0.831,1.8,11.5,17.7,53.9,Standard Plastic,0.01,222.5
Snacks,14.7,5.5,0.545,11.3,12.4,14.0,66.1,Standard Plastic,0.492,138.8
Dairy,52.5,4.7,0.971,6.7,3.5,14.3,44.0,Cardboard,0.471,2.4
Seafood,,6.25,0.979,,4.5,13.1,43.4,Glass,0.5,1.0
Produce,82.1,5.82,0.99,1.0,1.4,9.7,71.1,Standard Plastic,0.24,3.9
Seafood,75.9,6.78,0.978,20.1,7.6,2.8,80.8,Modified Atmosphere,0.144,2.6
Bakery,39.0,6.23,0.912,9.7,10.8,25.2,56.9,Modified Atmosphere,0.115,3.2
Meat,71.7,5.6,0.986,22.1,7.5,14.4,83.4,Glass,0.445,1.1
Bakery,30.9,7.12,0.923,9.1,21.5,,33.3,Standard Plastic,0.457,5.3
Dairy,46.1,5.73,,3.5,6.4,14.8,31.9,Standard Plastic,0.419,3.1
Snacks,2.8,6.39,0.494,8.6,30.0,24.8,31.9,Standard Plastic,0.207,103.6
Beverages,97.8,5.35,0.963,0.6,1.3,2.0,69.2,Modified Atmosphere,0.368,69.0
Seafood,79.7,6.65,0.982,19.1,6.1,1.1,81.0,Glass,0.023,2.6
Snacks,4.5,6.17,0.488,9.3,23.0,9.0,89.2,Vacuum Sealed,0.158,143.6
Beverages,93.0,6.04,,0.3,,93.2,43.2,Glass,0.421,33.7
Dairy,,6.61,0.989,4.2,4.4,11.0,50.4,Standard Plastic,0.31,2.9
Seafood,62.9,6.15,0.977,16.7,1.5,22.6,65.1,Standard Plastic,0.414,1.0
Snacks,11.1,5.12,0.647,10.6,25.5,14.2,76.0,Standard Plastic,0.046,87.6
Meat,73.3,6.04,0.972,21.9,17.1,3.3,90.8,Glass,0.471,2.6
Beverages,97.6,5.28,0.973,1.0,1.7,2.3,32.7,Standard Plastic,0.03,41.5
Beverages,94.4,,0.986,2.0,1.2,5.1,57.8,,,41.6
Meat,65.5,6.04,0.986,23.5,19.4,7.7,75.9,Vacuum Sealed,0.062,3.0
Dairy,48.2,6.17,0.974,5.6,2.5,8.9,,Standard Plastic,0.202,3.5
Seafood,,6.95,0.988,20.8,7.2,1.1,80.3,Standard Plastic,0.134,1.8
Seafood,75.4,6.89,0.975,24.3,1.7,15.7,39.4,Standard Plastic,0.078,1.0
Dairy,68.6,6.65,0.97,7.5,6.9,6.0,75.9,Modified Atmosphere,0.121,5.4
Meat,68.3,6.37,0.984,23.6,15.1,18.8,42.1,Vacuum Sealed,0.037,1.1
Bakery,40.3,6.64,0.806,11.8,15.8,11.5,91.4,,0.032,3.8
Seafood,62.2,6.05,0.972,16.9,6.5,21.2,45.3,Cardboard,0.477,1.0
Produce,94.7,4.62,,1.7,0.1,14.9,91.9,Standard Plastic,0.043,2.3
Snacks,7.9,6.05,0.361,8.8,16.4,29.2,36.2,Modified Atmosphere,0.127,331.4
Dairy,70.4,6.69,0.989,7.6,2.1,5.4,75.0,Standard Plastic,0.097,3.6
Meat,63.7,6.12,0.986,23.5,11.6,7.6,74.8,Modified Atmosphere,0.07,2.4
Produce,80.4,6.07,0.983,1.4,0.9,5.8,48.9,Glass,0.038,4.4
Meat,70.4,6.25,0.986,23.0,9.0,23.3,33.5,Modified Atmosphere,0.21,1.3
Dairy,58.8,5.18,0.976,5.7,3.3,17.3,40.9,Standard Plastic,0.252,2.8
Dairy,74.5,6.02,0.972,3.1,3.9,23.6,55.0,Cardboard,0.137,2.0
Beverages,92.4,5.57,0.986,1.7,1.2,9.3,63.7,Standard Plastic,0.084,117.1
Dairy,47.6,5.7,0.976,7.7,4.9,22.8,80.7,Glass,0.303,3.5
Produce,73.6,4.91,0.976,3.0,1.8,4.0,74.8,Standard Plastic,0.374,5.2
Condiments,67.4,4.2,0.833,2.0,8.2,23.0,35.0,Standard Plastic,0.341,182.3
Seafood,73.0,6.01,0.975,17.0,10.8,21.5,35.0,Vacuum Sealed,0.248,1.0
Dairy,66.1,5.59,0.984,6.8,7.8,1.1,82.2,Standard Plastic,0.196,11.0
Seafood,78.7,6.26,0.971,20.2,4.0,2.7,76.1,Standard Plastic,0.069,1.8
Condiments,52.5,3.77,0.777,1.3,12.8,16.3,67.3,Glass,0.116,353.0
Meat,62.2,5.94,0.976,24.5,11.0,24.1,,Glass,,1.4
Snacks,12.5,6.12,0.446,5.2,31.8,14.0,69.6,Cardboard,0.409,96.5
Meat,74.8,5.52,0.989,25.1,11.8,9.7,63.7,Standard Plastic,0.311,1.0
Dairy,55.5,4.36,0.987,3.1,7.6,15.5,71.9,Standard Plastic,0.104,3.3
Produce,75.1,6.0,0.958,2.0,0.5,4.0,92.0,Standard Plastic,0.319,5.3
Dairy,75.0,6.74,0.971,8.0,10.3,7.9,74.4,Cardboard,0.043,3.0
Dairy,52.0,5.23,,5.1,5.1,22.9,79.5,Standard Plastic,0.494,2.9
Snacks,4.9,5.93,0.426,8.0,32.0,14.8,89.8,Standard Plastic,0.348,135.3
Condiments,63.1,3.57,0.896,4.4,24.4,20.8,69.0,Glass,0.088,176.6
Dairy,70.0,6.44,0.984,3.6,0.8,5.4,72.2,Modified Atmosphere,0.083,5.6
Dairy,78.0,6.28,0.988,3.5,4.1,12.4,85.0,Standard Plastic,,2.3
Snacks,111.9,6.3,0.57,5.8,23.7,18.2,56.7,Standard Plastic,0.35,111.9
Snacks,9.6,7.29,0.411,4.9,15.7,23.0,57.8,Standard Plastic,0.23,106.1
Meat,74.1,6.36,0.979,23.0,18.8,14.6,65.0,Standard Plastic,0.105,1.0
Dairy,60.2,5.56,0.983,4.0,5.9,10.0,81.7,Glass,0.067,4.0
Condiments,59.0,,0.72,4.9,,,65.5,Glass,0.395,167.6
Condiments,55.4,5.1,0.754,4.4,7.4,22.3,57.7,Modified Atmosphere,0.005,179.9
Beverages,93.2,5.95,0.962,0.3,1.7,13.7,89.9,Cardboard,0.46,34.4
Dairy,55.1,4.58,0.976,4.5,6.2,16.6,54.8,Glass,,4.3
Meat,70.3,5.7,0.98,22.8,5.8,6.7,70.5,Standard Plastic,0.112,2.1
Seafood,75.6,6.67,0.973,19.2,2.2,2.9,83.7,Glass,0.02,1.9
Beverages,,2.67,0.972,0.9,1.3,14.6,71.2,Glass,0.01,50.0
Beverages,93.3,5.99,0.971,1.9,1.5,2.9,84.2,Glass,0.289,51.8
Seafood,77.5,6.55,0.971,19.2,6.9,1.4,88.9,Standard Plastic,0.089,1.8
Condiments,41.1,4.48,0.794,2.0,20.4,15.0,40.9,Cardboard,0.34,167.2
Meat,57.2,6.49,0.977,23.9,14.6,23.4,80.7,Standard Plastic,0.058,1.0
Dairy,52.0,6.04,0.985,4.1,7.5,5.5,58.5,Glass,0.392,8.7
Seafood,62.5,6.16,0.986,17.7,11.5,18.7,31.3,Standard Plastic,0.129,1.0
Meat,67.1,6.26,0.985,19.7,16.6,18.0,35.6,Standard Plastic,0.087,1.0
Produce,81.0,3.54,0.969,4.3,1.6,12.8,46.2,Standard Plastic,0.282,4.7
Meat,55.3,5.97,0.977,,7.4,0.7,71.0,Standard Plastic,0.274,3.6
Dairy,55.5,5.67,0.986,4.5,4.9,15.6,45.0,Cardboard,0.287,2.7
Condiments,47.9,4.16,0.803,4.2,11.7,23.9,57.8,Glass,0.156,190.7
Beverages,87.0,6.84,0.977,2.2,1.2,20.5,74.8,Vacuum Sealed,0.023,83.1
Produce,76.9,3.53,0.979,,0.3,24.0,54.5,Standard Plastic,,2.2
Produce,84.0,4.31,0.961,1.7,0.7,5.1,85.8,Standard Plastic,0.043,3.9
